RSPTIME,LASER,ANIMALID,GENOTYPE
9.83500000000004,ctrl,SL8,OptoD2Halo
5.18000000000029,ctrl,SL8,OptoD2Halo
8.74000000000001,ctrl,SL8,OptoD2Halo
9.23000000000002,ctrl,SL8,OptoD2Halo
5.36500000000001,ctrl,SL8,OptoD2Halo
10.405,ctrl,SL8,OptoD2Halo
13.7900000000002,ctrl,SL8,OptoD2Halo
16.4749999999999,ctrl,SL8,OptoD2Halo
11.0450000000001,ctrl,SL8,OptoD2Halo
10.2750000000001,ctrl,SL8,OptoD2Halo
13.3099999999999,ctrl,SL8,OptoD2Halo
12.7999999999997,ctrl,SL8,OptoD2Halo
11.8150000000001,ctrl,SL8,OptoD2Halo
7.31500000000005,ctrl,SL8,OptoD2Halo
11.9150000000004,ctrl,SL8,OptoD2Halo
11.1149999999998,ctrl,SL8,OptoD2Halo
5.25,ctrl,SL8,OptoD2Halo
11.0549999999998,ctrl,SL8,OptoD2Halo
7.28500000000031,ctrl,SL8,OptoD2Halo
6,ctrl,SL8,OptoD2Halo
7.79499999999962,ctrl,SL8,OptoD2Halo
12.7150000000001,ctrl,SL8,OptoD2Halo
11.7449999999999,ctrl,SL8,OptoD2Halo
9.1850000000004,ctrl,SL8,OptoD2Halo
6.32499999999982,ctrl,SL8,OptoD2Halo
6.61000000000058,ctrl,SL8,OptoD2Halo
5.5,ctrl,SL8,OptoD2Halo
5.6850000000004,ctrl,SL8,OptoD2Halo
7.56500000000051,ctrl,SL8,OptoD2Halo
12.2350000000006,ctrl,SL8,OptoD2Halo
9.58,inhibition,SL9,OptoD2Halo
9.16499999999996,inhibition,SL9,OptoD2Halo
10.88,inhibition,SL9,OptoD2Halo
8.15999999999997,inhibition,SL9,OptoD2Halo
11.58,inhibition,SL9,OptoD2Halo
5.80999999999995,inhibition,SL9,OptoD2Halo
15.2850000000001,inhibition,SL9,OptoD2Halo
9.99000000000001,inhibition,SL9,OptoD2Halo
14.665,inhibition,SL9,OptoD2Halo
12.0500000000002,inhibition,SL9,OptoD2Halo
7.80499999999984,inhibition,SL9,OptoD2Halo
8.13500000000022,inhibition,SL9,OptoD2Halo
8.80499999999984,inhibition,SL9,OptoD2Halo
9.76499999999987,inhibition,SL9,OptoD2Halo
12.1350000000002,inhibition,SL9,OptoD2Halo
13.8449999999998,inhibition,SL9,OptoD2Halo
7.99499999999989,inhibition,SL9,OptoD2Halo
11.8599999999997,inhibition,SL9,OptoD2Halo
8.59500000000025,inhibition,SL9,OptoD2Halo
7.02500000000055,inhibition,SL9,OptoD2Halo
5.81,ctrl,SL9,OptoD2Halo
10.085,ctrl,SL9,OptoD2Halo
8.21000000000004,ctrl,SL9,OptoD2Halo
12.1850000000001,ctrl,SL9,OptoD2Halo
6.85500000000002,ctrl,SL9,OptoD2Halo
6.66500000000019,ctrl,SL9,OptoD2Halo
6.96499999999992,ctrl,SL9,OptoD2Halo
8.35500000000002,ctrl,SL9,OptoD2Halo
15.1750000000002,ctrl,SL9,OptoD2Halo
12.0999999999999,ctrl,SL9,OptoD2Halo
6.97000000000003,ctrl,SL9,OptoD2Halo
9.75500000000011,ctrl,SL9,OptoD2Halo
5.66499999999996,ctrl,SL9,OptoD2Halo
4.29500000000007,ctrl,SL9,OptoD2Halo
8.14000000000033,ctrl,SL9,OptoD2Halo
10.2950000000001,ctrl,SL9,OptoD2Halo
8.00500000000011,ctrl,SL9,OptoD2Halo
4.55000000000018,ctrl,SL9,OptoD2Halo
7.85000000000036,ctrl,SL9,OptoD2Halo
14.06,inhibition,SR1,OptoD2Halo
10.4,inhibition,SR1,OptoD2Halo
10.825,inhibition,SR1,OptoD2Halo
12.4850000000001,inhibition,SR1,OptoD2Halo
10.5799999999999,inhibition,SR1,OptoD2Halo
11.585,inhibition,SR1,OptoD2Halo
8.38500000000022,inhibition,SR1,OptoD2Halo
8.96000000000004,inhibition,SR1,OptoD2Halo
11.7050000000004,inhibition,SR1,OptoD2Halo
13.52,inhibition,SR1,OptoD2Halo
9.46500000000015,inhibition,SR1,OptoD2Halo
6.26000000000022,inhibition,SR1,OptoD2Halo
4.86499999999978,inhibition,SR1,OptoD2Halo
9.86499999999978,inhibition,SR1,OptoD2Halo
10.0999999999995,inhibition,SR1,OptoD2Halo
10.2550000000001,inhibition,SR1,OptoD2Halo
8.60500000000047,inhibition,SR1,OptoD2Halo
16.395,inhibition,SR1,OptoD2Halo
6.17500000000018,inhibition,SR1,OptoD2Halo
6.66499999999996,ctrl,SR1,OptoD2Halo
11.355,ctrl,SR1,OptoD2Halo
14.6300000000001,ctrl,SR1,OptoD2Halo
13.0049999999997,ctrl,SR1,OptoD2Halo
14.105,ctrl,SR1,OptoD2Halo
10.16,ctrl,SR1,OptoD2Halo
10.355,ctrl,SR1,OptoD2Halo
8.96999999999997,ctrl,SR1,OptoD2Halo
7.90999999999997,ctrl,SR1,OptoD2Halo
12.765,ctrl,SR1,OptoD2Halo
6.96000000000004,ctrl,SR1,OptoD2Halo
10.335,ctrl,SR1,OptoD2Halo
10.385,ctrl,SR1,OptoD2Halo
9.29500000000007,ctrl,SR1,OptoD2Halo
7.17499999999995,ctrl,SR1,OptoD2Halo
11.3200000000002,ctrl,SR1,OptoD2Halo
13.8699999999999,ctrl,SR1,OptoD2Halo
5.44500000000016,ctrl,SR1,OptoD2Halo
15.04,ctrl,SR1,OptoD2Halo
10.3900000000003,ctrl,SR1,OptoD2Halo
6.54500000000007,ctrl,SR1,OptoD2Halo
7.53999999999996,ctrl,SR1,OptoD2Halo
8.68499999999949,ctrl,SR1,OptoD2Halo
10.4399999999996,ctrl,SR1,OptoD2Halo
5.78000000000065,ctrl,SR1,OptoD2Halo
11.1450000000004,ctrl,SR1,OptoD2Halo
4.44000000000051,ctrl,SR1,OptoD2Halo
6,ctrl,SR1,OptoD2Halo
11.4199999999992,ctrl,SR1,OptoD2Halo
6.9399999999996,ctrl,SR1,OptoD2Halo
7.03999999999996,ctrl,SR1,OptoD2Halo
11.3000000000002,ctrl,SR1,OptoD2Halo
7.78999999999996,ctrl,SR1,OptoD2Halo
3.6299999999992,ctrl,SR1,OptoD2Halo
10.7399999999998,ctrl,SR1,OptoD2Halo
14.075,ctrl,SR1,OptoD2Halo
2.24500000000012,ctrl,SR1,OptoD2Halo
8.39999999999986,ctrl,SR1,OptoD2Halo
11.29,ctrl,SR1,OptoD2Halo
3.23499999999967,ctrl,SR1,OptoD2Halo
12.9449999999997,ctrl,SR1,OptoD2Halo
10.1950000000001,inhibition,SR2,OptoD2Halo
15.3099999999999,inhibition,SR2,OptoD2Halo
15.7550000000001,inhibition,SR2,OptoD2Halo
11.0550000000003,inhibition,SR2,OptoD2Halo
14.0150000000003,inhibition,SR2,OptoD2Halo
5.65000000000009,inhibition,SR2,OptoD2Halo
8.33500000000004,inhibition,SR2,OptoD2Halo
14.6149999999998,inhibition,SR2,OptoD2Halo
4.72000000000003,inhibition,SR2,OptoD2Halo
3.87000000000012,inhibition,SR2,OptoD2Halo
10.0150000000001,inhibition,SR2,OptoD2Halo
8.41000000000008,inhibition,SR2,OptoD2Halo
3.73000000000002,inhibition,SR2,OptoD2Halo
9.375,inhibition,SR2,OptoD2Halo
9.95000000000027,inhibition,SR2,OptoD2Halo
4.42499999999973,inhibition,SR2,OptoD2Halo
5.84500000000025,inhibition,SR2,OptoD2Halo
9.42499999999973,inhibition,SR2,OptoD2Halo
14.1700000000001,inhibition,SR2,OptoD2Halo
7.97999999999956,inhibition,SR2,OptoD2Halo
7.60000000000036,inhibition,SR2,OptoD2Halo
9.34499999999997,inhibition,SR2,OptoD2Halo
10.7750000000001,inhibition,SR2,OptoD2Halo
13.0350000000001,inhibition,SR2,OptoD2Halo
4.52999999999997,inhibition,SR2,OptoD2Halo
11.895,inhibition,SR2,OptoD2Halo
7.63000000000011,inhibition,SR2,OptoD2Halo
17.4699999999998,inhibition,SR2,OptoD2Halo
11.125,inhibition,SR2,OptoD2Halo
16.6749999999997,inhibition,SR2,OptoD2Halo
9.64499999999998,inhibition,SR2,OptoD2Halo
16.0999999999999,inhibition,SR2,OptoD2Halo
13.645,inhibition,SR2,OptoD2Halo
15.3199999999997,inhibition,SR2,OptoD2Halo
9.86000000000013,inhibition,SR2,OptoD2Halo
12.4000000000001,inhibition,SR2,OptoD2Halo
9.99499999999989,inhibition,SR2,OptoD2Halo
6.04000000000008,ctrl,SR2,OptoD2Halo
5.44000000000005,ctrl,SR2,OptoD2Halo
7.52499999999986,ctrl,SR2,OptoD2Halo
9.69000000000005,ctrl,SR2,OptoD2Halo
14.135,ctrl,SR2,OptoD2Halo
4.93499999999995,ctrl,SR2,OptoD2Halo
4.84000000000003,ctrl,SR2,OptoD2Halo
15.145,ctrl,SR2,OptoD2Halo
5.71000000000004,ctrl,SR2,OptoD2Halo
8.35000000000036,ctrl,SR2,OptoD2Halo
10.9700000000003,ctrl,SR2,OptoD2Halo
8.09000000000015,ctrl,SR2,OptoD2Halo
7.82500000000005,ctrl,SR2,OptoD2Halo
6.30500000000006,ctrl,SR2,OptoD2Halo
7.95499999999993,ctrl,SR2,OptoD2Halo
10.1700000000001,ctrl,SR2,OptoD2Halo
3.45500000000038,ctrl,SR2,OptoD2Halo
13.8850000000002,ctrl,SR2,OptoD2Halo
7.78500000000031,ctrl,SR2,OptoD2Halo
11.9849999999997,ctrl,SR2,OptoD2Halo
13.4949999999999,ctrl,SR2,OptoD2Halo
4.125,ctrl,SR2,OptoD2Halo
4.03999999999996,ctrl,SR2,OptoD2Halo
11.6449999999995,ctrl,SR2,OptoD2Halo
9.26000000000022,ctrl,SR2,OptoD2Halo
8.86000000000013,ctrl,SR2,OptoD2Halo
8.25999999999999,ctrl,SR2,OptoD2Halo
8.39499999999998,ctrl,SR2,OptoD2Halo
8.80500000000006,ctrl,SR2,OptoD2Halo
10.0100000000002,ctrl,SR2,OptoD2Halo
3.61499999999978,ctrl,SR2,OptoD2Halo
7.5,ctrl,SR2,OptoD2Halo
8.08500000000004,ctrl,SR2,OptoD2Halo
6.21500000000015,ctrl,SR2,OptoD2Halo
6.77500000000009,ctrl,SR2,OptoD2Halo
3.91499999999996,ctrl,SR2,OptoD2Halo
5.52499999999964,ctrl,SR2,OptoD2Halo
3.28499999999985,ctrl,SR2,OptoD2Halo
3.46500000000015,ctrl,SR2,OptoD2Halo
6.76499999999942,ctrl,SR2,OptoD2Halo
4.53999999999996,ctrl,SR2,OptoD2Halo
